"Threshold","Denominator","LogDenominator","Numerator","Metric","MetricID","StudyID","SnapshotDate"
-2,606.276,6.40733532793003,85.8805163810647,0.141652508727155,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,607,6.4085287910595,86.0068708120431,0.141691714682114,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,607.724,6.40972083153245,86.133239422886,0.141730850555328,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,608.448,6.41091145273657,86.2596221882617,0.141769916555337,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,609.172,6.41210065804746,86.3860190829137,0.141808912889814,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,609.896,6.4132884508287,86.5124300816605,0.141847839765567,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,610.62,6.4144748344319,86.6388551593954,0.141886697388548,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,611.344,6.41565981219674,86.765294291086,0.141925485963853,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,612.068,6.41684338745105,86.891747451774,0.14196420569573,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,612.792,6.41802556351088,87.0182146165751,0.142002856787581,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,613.516,6.41920634368049,87.1446957606781,0.142041439441967,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,614.24,6.42038573125249,87.2711908593452,0.142079953860617,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,614.964,6.42156372950782,87.3976998879115,0.142118400244423,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,615.688,6.42274034171586,87.5242228217847,0.142156778793455,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,616.412,6.42391557113447,87.6507596364446,0.142195089706957,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,617.136,6.42508942101,87.777310307443,0.142233333183355,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,617.86,6.42626189457743,87.9038748104037,0.142271509420263,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,618.584,6.42743299506034,88.0304531210214,0.142309618614483,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,619.308,6.42860272567101,88.1570452150623,0.142347660962013,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,620.032,6.42977108961046,88.2836510683632,0.142385636658049,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,620.756,6.43093809006851,88.4102706568315,0.142423545896989,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,621.48,6.4321037302238,88.5369039564448,0.142461388872441,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,622.204,6.4332680132439,88.6635509432506,0.142499165777222,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,622.928,6.43443094228531,88.7902115933661,0.142536876803364,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,623.652,6.43559252049354,88.9168858829779,0.142574522142121,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,624.376,6.43675275100314,89.0435737883416,0.142612101983967,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,625.1,6.43791163693777,89.1702752857818,0.142649616518608,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,625.824,6.43906918141024,89.2969903516914,0.142687065934978,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,626.548,6.44022538752257,89.4237189625317,0.142724450421247,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,627.272,6.44138025836602,89.550461094832,0.142761770164828,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,627.996,6.44253379702116,89.6772167251892,0.142799025352374,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,628.72,6.44368600655792,89.8039858302677,0.142836216169786,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,629.444,6.44483689003561,89.9307683867991,0.142873342802218,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,630.168,6.44598645050301,90.0575643715818,0.142910405434078,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,630.892,6.44713469099838,90.1843737614807,0.142947404249033,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,631.616,6.44828161454954,90.3111965334275,0.142984339430014,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,632.34,6.4494272241739,90.4380326644195,0.143021211159217,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,633.064,6.45057152287851,90.5648821315201,0.143058019618111,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
-2,633.788,6.4517145136601,90.6917449118581,0.143094764987438,"Analysis_cou0001","AA-AA-000-0000",2025-02-01
